OBJECTID,GPS_Waypoint,Height,Width,Activity,Environment,Direction,Part,Count,Latitude,Longitude,Elevation,Date_Created,Oval_Area_mm2,Lon_DMS,Lat_DMS,Dist_near_burrow,Dist_near_tideline
131,1017,37,29.13,1,Dunes,D-L,South Beach,1,N31́ 23.106' ,W81́ 16.079',0,"2018-10-21, 4:58 PM",846.281208,-81.267988,31.38509204,0.491375984,114.4076029
132,1018,34,57.34,1,Dunes,U-L,South Beach,1,N31́ 23.102' ,W81́ 16.081',0,"2018-10-21, 5:03 PM",1514.96834,-81.26801499,31.38503102,7.236359449,113.3598712
133,1019,38,48.18,1,Dunes,U-R,South Beach,1,N31́ 23.102' ,W81́ 16.086',1,"2018-10-21, 5:04 PM",1451.939352,-81.26809303,31.38503797,4.633373554,120.2204608
134,1020,36,62.19,3,Dunes,U-R,South Beach,1,N31́ 23.100' ,W81́ 16.088',1,"2018-10-21, 5:06 PM",1745.681407,-81.26813804,31.38500302,1.494776977,122.0763097
135,1021,22,25.55,0,Dunes,D,South Beach,1,N31́ 23.101' ,W81́ 16.088',1,"2018-10-21, 5:07 PM",443.479,-81.26813703,31.38502004,1.889555093,122.9102612
136,1022,41,47.27,3,Dunes,U-R,South Beach,1,N31́ 23.098' ,W81́ 16.085',0,"2018-10-21, 5:08 PM",1534.779381,-81.26809102,31.38496203,5.638670102,115.9579551
137,1023,34,26.61,2,Dunes,U-L,South Beach,1,N31́ 23.093' ,W81́ 16.089',0,"2018-10-21, 5:12 PM",714.5520289,-81.26814198,31.384884,3.10490874,115.984992
138,1024,34,37.04,2,Dunes,U-L,South Beach,1,N31́ 23.095' ,W81́ 16.088',0,"2018-10-21, 5:13 PM",979.7898637,-81.26813997,31.38491501,0.348093753,117.4903175
139,1025,32,37.04,1,Dunes,NA,South Beach,1,N31́ 23.095' ,W81́ 16.088',0,"2018-10-21, 5:14 PM",932.3712925,-81.26814097,31.38491199,0.348093753,117.410557
140,1026,40,28.28,2,Dunes,U,South Beach,1,N31́ 23.095' ,W81́ 16.089',0,"2018-10-21, 5:16 PM",888.2202918,-81.26814499,31.38491803,0.583200695,118.070391
141,1027,45,51.59,3,Dunes,U-R,South Beach,1,N31́ 23.097' ,W81́ 16.091',0,"2018-10-21, 5:17 PM",1805.107695,-81.26817802,31.384942,2.552399682,122.1081689
142,1028,56,61.56,2,Dunes,D-R,South Beach,1,N31́ 23.097' ,W81́ 16.092',0,"2018-10-21, 5:19 PM",2731.724768,-81.26820803,31.38495801,3.361439081,125.4656748
143,1029,41,51.2,3,Dunes,U-L,South Beach,1,N31́ 23.100' ,W81́ 16.091',0,"2018-10-21, 5:20 PM",1665.597027,-81.26818699,31.38499204,1.056860841,125.5523139
144,1030,45,42.94,1,Dunes,U,South Beach,1,N31́ 23.099' ,W81́ 16.091',0,"2018-10-21, 5:22 PM",1531.78937,-81.26817601,31.38498601,0.528273322,124.3145848
145,1031,46,31.11,0,Dunes,D,South Beach,1,N31́ 23.099' ,W81́ 16.091',-1,"2018-10-21, 5:23 PM",1121.019847,-81.26818104,31.38498399,0.528273322,124.6236814
146,1032,30,52.66,3,Dunes,D-R,South Beach,1,N31́ 23.100' ,W81́ 16.089',0,"2018-10-21, 5:24 PM",1232.913796,-81.26815799,31.38500101,0.520916183,123.6259228
147,1033,50,31.09,1,Dunes,U,South Beach,1,N31́ 23.100' ,W81́ 16.089',0,"2018-10-21, 5:25 PM",1216.017839,-81.26815304,31.384999,0.520916183,123.1061366
148,1034,35,35.21,3,Dunes,D,South Beach,1,N31́ 23.099' ,W81́ 16.089',0,"2018-10-21, 5:27 PM",963.4608076,-81.26814801,31.38497603,1.257607129,121.4493262
149,1035,47,48.65,1,Dunes,D-L,South Beach,1,N31́ 23.098' ,W81́ 16.089',-1,"2018-10-21, 5:28 PM",1798.90894,-81.26815598,31.38496698,1.255526217,121.6236328
150,1036,31,33.61,1,Dunes,D-R,South Beach,1,N31́ 23.098' ,W81́ 16.090',0,"2018-10-21, 5:30 PM",826.2333701,-81.26816897,31.38496899,0.56576002,122.811611
151,1037,44,43.81,1,Dunes,U-R,South Beach,1,N31́ 23.098' ,W81́ 16.090',0,"2018-10-21, 5:31 PM",1512.244501,-81.26816997,31.38496396,0.56576002,122.6234509
152,1038,35,34.32,3,Beach,D-R,South Beach,1,N31́ 23.353' ,W81́ 15.906',-2,"2018-10-22, 9:45 AM",954.7413172,-81.26510002,31.38922197,4.415995772,74.33808788
153,1039,19,14.68,3,Beach,L,South Beach,1,N31́ 23.355' ,W81́ 15.904',0,"2018-10-22, 9:47 AM",215.3737693,-81.26506699,31.38924996,4.415995772,72.93573231
154,1040,13,14.68,3,Beach,D,South Beach,1,N31́ 23.347' ,W81́ 15.908',0,"2018-10-22, 9:48 AM",145.0429346,-81.26513497,31.389113,12.53114456,71.85021265
155,1041,14,16.72,3,Beach,D,South Beach,1,N31́ 23.339' ,W81́ 15.913',-1,"2018-10-22, 9:49 AM",179.6438078,-81.26522298,31.38898099,4.005995021,72.71244782
156,1042,22,23,3,Beach,D,South Beach,1,N31́ 23.337' ,W81́ 15.915',-1,"2018-10-22, 9:51 AM",405.3597001,-81.26525098,31.388954,4.005995021,73.73796397
157,1043,20,22.13,3,Beach,U-L,South Beach,1,N31́ 23.317' ,W81́ 15.932',0,"2018-10-22, 9:52 AM",347.7910357,-81.26552599,31.38862199,0.804389829,80.46101655
158,1044,13,16.44,2,Beach,U-L,South Beach,1,N31́ 23.318' ,W81́ 15.932',0,"2018-10-22, 9:53 AM",167.3388176,-81.26553303,31.38862601,0.576691815,81.25972298
159,1045,16,21.12,3,Beach,U-R,South Beach,1,N31́ 23.318' ,W81́ 15.932',-1,"2018-10-22, 9:54 AM",260.9230929,-81.26553898,31.38862501,0.576691815,81.71466106
160,1046,43,42.38,3,Beach,U,South Beach,1,N31́ 23.315' ,W81́ 15.932',0,"2018-10-22, 9:55 AM",1421.276937,-81.26553797,31.38858897,3.834355726,79.82509028
161,1047,22,20.86,3,Beach,U-L,South Beach,1,N31́ 23.305' ,W81́ 15.935',0,"2018-10-22, 9:57 AM",363.3839382,-81.26558499,31.38841798,19.47907538,75.25751229
162,1048,19,16.98,3,Beach,U-L,South Beach,1,N31́ 23.292' ,W81́ 15.941',0,"2018-10-22, 9:58 AM",249.2509766,-81.265686,31.38819602,6.214602919,72.72110978
163,1049,15,10.58,3,Beach,U-R,South Beach,1,N31́ 23.290' ,W81́ 15.944',1,"2018-10-22, 9:59 AM",123.7286421,-81.26573604,31.38815998,6.214602919,75.20915371
164,1050,13,12.06,3,Beach,D-L,South Beach,1,N31́ 23.277' ,W81́ 15.957',0,"2018-10-22, 10:00 AM",118.6829302,-81.265945,31.38794398,5.434983928,83.28998509
165,1051,31,25.96,3,Beach,D-L,South Beach,1,N31́ 23.274' ,W81́ 15.957',0,"2018-10-22, 10:01 AM",634.5036983,-81.26594198,31.38789503,5.434983929,80.76623381
166,1052,33,32.78,3,Beach,U-R,South Beach,1,N31́ 23.269' ,W81́ 15.962',0,"2018-10-22, 10:03 AM",843.4177248,-81.26603401,31.38782001,2.006040146,85.25504347
167,1053,12,12.69,3,Beach,U-R,South Beach,1,N31́ 23.269' ,W81́ 15.963',1,"2018-10-22, 10:03 AM",123.5871134,-81.26605497,31.387818,2.006040146,86.97424611
168,1054,11,7.6,3,Beach,U,South Beach,1,N31́ 23.267' ,W81́ 15.964',1,"2018-10-22, 10:05 AM",63.80888839,-81.26606301,31.38778003,4.27885939,85.91423654
169,1055,33,27.3,3,Beach,U-L,South Beach,1,N31́ 23.268' ,W81́ 15.966',1,"2018-10-22, 10:06 AM",703.0625177,-81.26610501,31.38780098,3.0042158,90.51376533
170,1056,10,9.23,3,Beach,U-L,South Beach,1,N31́ 23.267' ,W81́ 15.968',0,"2018-10-22, 10:06 AM",68.94013021,-81.26612504,31.38778003,3.0042158,91.27708937
171,1057,28,26.79,3,Beach,D-R,South Beach,1,N31́ 23.264' ,W81́ 15.967',0,"2018-10-22, 10:08 AM",598.6112379,-81.26611196,31.387732,5.468775472,87.92612549
172,1058,19,29.59,3,Beach,U,South Beach,1,N31́ 23.247' ,W81́ 15.977',1,"2018-10-22, 10:10 AM",432.4951281,-81.26628396,31.387444,3.190797417,89.48416978
173,1059,30,36.43,3,Beach,R,South Beach,1,N31́ 23.247' ,W81́ 15.979',0,"2018-10-22, 10:11 AM",855.5004473,-81.26631699,31.38744903,3.190797417,92.57232124
174,1060,37,35.58,3,Beach,D-R,South Beach,1,N31́ 23.245' ,W81́ 15.980',1,"2018-10-22, 10:13 AM",1021.649701,-81.26633098,31.38742204,3.275061429,92.53427228
175,1061,27,30.96,3,Beach,D,South Beach,1,N31́ 23.240' ,W81́ 15.983',0,"2018-10-22, 10:14 AM",663.3384923,-81.26638102,31.38733897,10.3675846,93.02076315
176,1062,53,39.34,3,Beach,R,South Beach,1,N31́ 23.231' ,W81́ 15.987',2,"2018-10-22, 10:15 AM",1631.391366,-81.26645604,31.38718097,3.295895165,92.20342899
177,1063,11,11.28,3,Beach,U,South Beach,1,N31́ 23.231' ,W81́ 15.989',2,"2018-10-22, 10:17 AM",99.75561985,-81.26648999,31.38717502,3.295895165,94.86359775
178,1064,12,12.36,2,Beach,U-R,South Beach,1,N31́ 23.226' ,W81́ 15.991',2,"2018-10-22, 10:18 AM",118.8200607,-81.26651497,31.38709598,4.404273488,93.36979295
179,1065,20,18.38,2,Beach,R,South Beach,1,N31́ 23.223' ,W81́ 15.990',3,"2018-10-22, 10:19 AM",282.0719805,-81.266506,31.38705701,4.404273489,90.79295601
180,1066,22,20.87,3,Beach,D-L,South Beach,1,N31́ 23.221' ,W81́ 15.987',3,"2018-10-22, 10:20 AM",365.1972654,-81.266449,31.38702499,6.480617148,84.38485891
181,1067,16,16.4,3,Beach,L,South Beach,1,N31́ 23.218' ,W81́ 15.989',2,"2018-10-22, 10:22 AM",207.8917523,-81.26647901,31.38696497,4.670053689,84.20509882
182,1068,27,24.7,2,Beach,L,South Beach,1,N31́ 23.216' ,W81́ 15.991',2,"2018-10-22, 10:23 AM",532.3177424,-81.26651103,31.38693304,4.390486392,85.49753241
183,1069,35,31.74,3,Beach,U-R,South Beach,1,N31́ 23.216' ,W81́ 15.993',2,"2018-10-22, 10:23 AM",868.5102537,-81.26655696,31.38693698,4.390486392,89.65060943
184,1070,35,42.35,3,Beach,R,South Beach,1,N31́ 23.215' ,W81́ 15.998',3,"2018-10-22, 10:25 AM",1157.171489,-81.26663701,31.38692097,5.481131899,95.83143902
185,1071,37,45.82,3,Beach,R,South Beach,1,N31́ 23.212' ,W81́ 15.998',2,"2018-10-22, 10:26 AM",1341.593267,-81.26662896,31.38687202,3.618443924,92.87283763
186,1072,15,18.93,3,Beach,U-L,South Beach,1,N31́ 23.212' ,W81́ 15.995',3,"2018-10-22, 10:27 AM",228.6634916,-81.26659099,31.38687403,2.282691557,89.68298121
187,1073,16,20.72,1,Beach,D-L,South Beach,1,N31́ 23.213' ,W81́ 15.994',3,"2018-10-22, 10:28 AM",265.5827031,-81.26656702,31.38687504,2.282691557,87.65729726
188,1074,31,27.51,2,Beach,U,South Beach,1,N31́ 23.201' ,W81́ 16.001',3,"2018-10-22, 10:30 AM",676.2772988,-81.26667598,31.38667798,18.25144594,87.96890134
189,1075,8,10.58,1,Beach,D,South Beach,1,N31́ 23.191' ,W81́ 16.006',2,"2018-10-22, 10:31 AM",64.98038829,-81.26676399,31.38651101,6.050374358,87.86012183
190,1076,14,14.79,1,Beach,U-L,South Beach,1,N31́ 23.188' ,W81́ 16.003',3,"2018-10-22, 10:33 AM",164.9477515,-81.266722,31.38647002,4.299499638,82.33510018
191,1077,17,15.84,3,Beach,L,South Beach,1,N31́ 23.187' ,W81́ 16.006',2,"2018-10-22, 10:34 AM",210.3723538,-81.26675997,31.38644898,4.299499638,84.645348
192,1078,30,25.19,3,Beach,U-L,South Beach,1,N31́ 23.165' ,W81́ 16.030',3,"2018-10-22, 10:36 AM",586.4030874,-81.26716398,31.38608001,6.243737881,99.20708818
193,1079,39,33.68,3,Beach,D,South Beach,1,N31́ 23.162' ,W81́ 16.033',2,"2018-10-22, 10:37 AM",1021.584356,-81.26720899,31.38603902,6.243737881,100.7371065
194,1080,15,16.08,3,Beach,D-R,South Beach,1,N31́ 23.149' ,W81́ 16.037',3,"2018-10-22, 10:39 AM",187.1647806,-81.26728602,31.38582403,1.468647075,95.54424445
195,1081,22,20.18,3,Beach,L,South Beach,1,N31́ 23.149' ,W81́ 16.037',3,"2018-10-22, 10:40 AM",349.1608487,-81.26728904,31.38581104,1.468647075,95.09466628
196,1082,17,16.37,3,Beach,R,South Beach,1,N31́ 23.150' ,W81́ 16.042',2,"2018-10-22, 10:41 AM",219.5970123,-81.26736204,31.38584004,7.445541627,102.7254967
197,1083,26,34.98,2,Beach,U-R,South Beach,1,N31́ 23.139' ,W81́ 16.048',3,"2018-10-22, 10:43 AM",719.5238349,-81.26747402,31.38565304,11.42083595,101.9468128
198,1084,38,41.25,3,Dunes,R,South Beach,1,N31́ 23.136' ,W81́ 16.055',3,"2018-10-22, 10:45 AM",1243.422737,-81.26757897,31.385603,6.714203946,107.9702634
199,1085,54,43.34,3,Dunes,U-L,South Beach,1,N31́ 23.133' ,W81́ 16.057',4,"2018-10-22, 10:47 AM",1831.647006,-81.26762196,31.38555497,6.714203946,108.9527746
200,1086,24,24.68,2,Dunes,U-L,South Beach,1,N31́ 23.128' ,W81́ 16.061',3,"2018-10-22, 10:49 AM",461.7179873,-81.26767804,31.38546403,4.135631227,108.709011
201,1087,27,27.08,2,Beach,U-R,South Beach,1,N31́ 23.126' ,W81́ 16.059',4,"2018-10-22, 10:50 AM",580.41961,-81.26764803,31.38543704,4.135631227,104.7593599
202,1088,25,34.92,3,Beach,U-L,South Beach,1,N31́ 23.120' ,W81́ 16.055',4,"2018-10-22, 10:51 AM",693.3319057,-81.26758802,31.38533503,12.66919156,94.27059768
203,1090,32,32.48,3,Dunes,U-R,South Beach,1,N31́ 23.121' ,W81́ 16.068',3,"2018-10-22, 10:56 AM",820.9031869,-81.26779798,31.38534701,5.935995268,112.3660234
204,1091,37,27.96,1,Dunes,L,South Beach,1,N31́ 23.118' ,W81́ 16.068',3,"2018-10-22, 10:57 AM",813.3884973,-81.26780704,31.38529404,5.935995268,110.2622865
205,1092,42,61.26,1,Beach,R,South Beach,1,N31́ 23.099' ,W81́ 16.074',4,"2018-10-22, 11:00 AM",1998.634436,-81.26789496,31.38498299,3.764185162,100.7941073
206,1093,28,21,1,Beach,L,South Beach,1,N31́ 23.098' ,W81́ 16.076',3,"2018-10-22, 11:01 AM",454.2271738,-81.26792698,31.38496304,3.764185162,102.3793258
207,1094,6,13.03,3,Beach,R,South Beach,1,N31́ 23.083' ,W81́ 16.084',3,"2018-10-22, 11:04 AM",66.00761055,-81.268074,31.38471896,5.99914908,101.4347962
208,1095,27,25.69,0,Beach,D-L,South Beach,1,N31́ 23.081' ,W81́ 16.081',3,"2018-10-22, 11:06 AM",538.3191269,-81.26802002,31.38468199,6.570061437,94.96304043
209,1096,11,10.1,3,Beach,L,South Beach,1,N31́ 23.078' ,W81́ 16.077',4,"2018-10-22, 11:07 AM",84.00540216,-81.26794601,31.38463799,8.564937714,86.45638777
210,1097,15,9.18,3,Beach,U,South Beach,1,N31́ 23.079' ,W81́ 16.088',5,"2018-10-22, 11:09 AM",106.6352365,-81.26813401,31.38464704,3.24092061,102.883787
211,1098,10,11.74,2,Beach,D,South Beach,1,N31́ 23.081' ,W81́ 16.088',3,"2018-10-22, 11:10 AM",93.86544778,-81.26813896,31.38467596,3.24092061,104.738174
212,1099,39,54.29,3,Beach,D,South Beach,1,N31́ 23.083' ,W81́ 16.088',3,"2018-10-22, 11:11 AM",1671.032846,-81.26813703,31.38471703,4.55738036,106.6194333
213,1101,41,32.46,3,Dunes,D,South Beach,1,N31́ 23.088' ,W81́ 16.095',4,"2018-10-22, 11:15 AM",1040.666075,-81.26825304,31.38480202,3.762683202,120.7945583
214,1102,37,46.51,2,Dunes,D,South Beach,1,N31́ 23.087' ,W81́ 16.093',4,"2018-10-22, 11:16 AM",1366.179685,-81.268217,31.38478803,3.762683202,117.044171
215,1103,20,14.2,3,Dunes,D,South Beach,1,N31́ 23.082' ,W81́ 16.097',5,"2018-10-22, 11:18 AM",222.3839192,-81.26828497,31.38470798,10.8601165,118.7488127
216,1104,50,47.62,1,Dunes,U,South Beach,1,N31́ 23.078' ,W81́ 16.101',6,"2018-10-22, 11:19 AM",1853.20273,-81.26835798,31.38463003,3.562624379,121.0981714
217,1105,40,39.6,3,Dunes,U,South Beach,1,N31́ 23.077' ,W81́ 16.100',6,"2018-10-22, 11:21 AM",1238.472373,-81.26832697,31.38461201,3.562624379,117.5665447
218,1106,48,50.68,2,Dunes,U,South Beach,1,N31́ 23.070' ,W81́ 16.103',6,"2018-10-22, 11:24 AM",1897.853715,-81.268376,31.384496,6.658150622,115.9893364
219,1107,53,56.8,0,Dunes,U,South Beach,1,N31́ 23.072' ,W81́ 16.106',5,"2018-10-22, 11:26 AM",2350.087234,-81.26843199,31.38453204,4.461367904,122.5395083
220,1108,26,32.09,0,Dunes,D,South Beach,1,N31́ 23.071' ,W81́ 16.108',7,"2018-10-22, 11:28 AM",644.1995957,-81.26847197,31.384511,4.461367904,124.8986886
221,1109,45,42.94,2,Dunes,D,South Beach,1,N31́ 23.035' ,W81́ 16.138',5,"2018-10-22, 11:44 AM",1511.554372,-81.26897103,31.38390901,15.47422846,137.5307344
222,1110,35,40.2,1,Dunes,U,South Beach,1,N31́ 23.026' ,W81́ 16.140',5,"2018-10-22, 11:47 AM",1098.109155,-81.268995,31.38377097,10.28193459,132.7295533
223,1111,42,52.92,3,Dunes,U-R,South Beach,1,N31́ 23.028' ,W81́ 16.146',5,"2018-10-22, 11:48 AM",1745.657374,-81.26909601,31.38380399,2.416597315,142.9608431
224,1112,35,40.3,0,Dunes,U-R,South Beach,1,N31́ 23.028' ,W81́ 16.147',5,"2018-10-22, 11:52 AM",1097.675615,-81.26912098,31.38380801,2.416597315,145.2847559
225,1113,40,42.42,1,Dunes,R,South Beach,1,N31́ 23.020' ,W81́ 16.148',6,"2018-10-22, 11:54 AM",1327.999281,-81.269138,31.38366301,4.005740664,139.5473085
226,1114,51,54,1,Dunes,U-L,South Beach,1,N31́ 23.019' ,W81́ 16.150',5,"2018-10-22, 11:55 AM",2181.223487,-81.26917304,31.38364297,2.019066236,141.5357557
227,1115,56,57,0,Dunes,U,South Beach,1,N31́ 23.018' ,W81́ 16.152',4,"2018-10-22, 11:56 AM",2515.049123,-81.26919399,31.38364004,2.019066236,143.1731936
228,1116,43,47.76,3,Dunes,D-R,South Beach,1,N31́ 23.007' ,W81́ 16.158',4,"2018-10-22, 11:59 AM",1618.207986,-81.26929801,31.38345203,0.827444272,142.7071988
229,1117,39,39.74,2,Dunes,U-L,South Beach,1,N31́ 23.007' ,W81́ 16.158',4,"2018-10-22, 12:00 PM",1222.875308,-81.26930597,31.38344902,0.827444272,143.2353536
230,1118,51,39.41,3,Dunes,D,South Beach,1,N31́ 23.006' ,W81́ 16.155',3,"2018-10-22, 12:02 PM",1573.627216,-81.26925501,31.38343301,4.601815398,138.105754
231,1119,19,27.44,3,Dunes,U,South Beach,1,N31́ 23.001' ,W81́ 16.159',4,"2018-10-22, 12:04 PM",402.5787623,-81.26932299,31.383346,11.53661212,139.5783081
232,1120,54,45.4,2,Dunes,D-R,South Beach,1,N31́ 22.997' ,W81́ 16.169',4,"2018-10-22, 12:06 PM",1921.203288,-81.269483,31.38329102,2.512189316,149.9826644
233,1121,29,37.36,1,Dunes,U,South Beach,1,N31́ 22.996' ,W81́ 16.170',4,"2018-10-22, 12:07 PM",854.4528832,-81.26949901,31.383273,2.512189316,149.9984651
234,1122,37,45.1,0,Dunes,U-R,South Beach,1,N31́ 22.906' ,W81́ 16.274',4,"2018-10-22, 12:16 PM",1296.779547,-81.27122702,31.38176601,3.569977921,180.7964066
235,1123,40,48.68,0,Dunes,D,South Beach,1,N31́ 22.905' ,W81́ 16.278',4,"2018-10-22, 12:17 PM",1514.798694,-81.27129802,31.38175,4.29671164,185.1195587
236,1124,39,42.22,1,Dunes,L,South Beach,1,N31́ 22.904' ,W81́ 16.275',5,"2018-10-22, 12:21 PM",1292.557718,-81.27125803,31.38173198,2.584570775,180.8794821
237,1125,46,40.52,0,Dunes,U-L,South Beach,1,N31́ 22.904' ,W81́ 16.274',5,"2018-10-22, 12:22 PM",1453.735558,-81.27123096,31.38173399,2.584570775,178.9578693
238,1126,25,22.1,1,Dunes,U,South Beach,1,N31́ 22.900' ,W81́ 16.269',5,"2018-10-22, 12:24 PM",426.2952735,-81.271151,31.38167197,10.25362997,168.7447255
239,1127,29,30.1,0,Dunes,U,South Beach,1,N31́ 22.896' ,W81́ 16.289',6,"2018-10-22, 12:34 PM",687.9381053,-81.271482,31.38160097,15.26509102,189.1420792
240,1128,30,29.16,2,Dunes,D,South Beach,1,N31́ 22.888' ,W81́ 16.293',4,"2018-10-22, 12:36 PM",693.9369765,-81.27154402,31.38147399,9.191509816,185.3745915
241,1129,49,59.21,0,Dunes,D,South Beach,1,N31́ 22.887' ,W81́ 16.298',5,"2018-10-22, 12:37 PM",2260.996536,-81.27163497,31.38144599,3.260237007,190.4123826
242,1130,39,56.1,2,Dunes,D,South Beach,1,N31́ 22.886' ,W81́ 16.300',4,"2018-10-22, 12:39 PM",1731.150284,-81.27165902,31.38142504,3.260237007,190.8401674
243,1131,44,55.88,2,Dunes,U,South Beach,1,N31́ 22.883' ,W81́ 16.307',6,"2018-10-22, 12:40 PM",1953.018197,-81.271785,31.38138799,2.012577979,197.9341082
244,1132,58,52.37,0,Dunes,D-L,South Beach,1,N31́ 22.882' ,W81́ 16.307',6,"2018-10-22, 12:41 PM",2370.808237,-81.27177503,31.38137198,2.012577979,196.1080686
245,1133,71,68.09,0,Dunes,U-L,South Beach,1,N31́ 22.881' ,W81́ 16.306',6,"2018-10-22, 12:43 PM",3807.081802,-81.27177402,31.38134298,2.383864718,194.0952451
246,1134,30,63.7,0,Dunes,L,South Beach,1,N31́ 22.880' ,W81́ 16.305',6,"2018-10-22, 12:44 PM",1515.904849,-81.271755,31.38132898,2.383864719,191.7160988
247,1135,40,30.17,1,Dunes,D-L,South Beach,1,N31́ 22.880' ,W81́ 16.304',5,"2018-10-22, 12:46 PM",938.5772732,-81.271726,31.38133502,2.255008629,189.9169503
248,1136,42,51.34,0,Dunes,L,South Beach,1,N31́ 22.880' ,W81́ 16.302',6,"2018-10-22, 12:47 PM",1703.618937,-81.27170303,31.38132999,2.255008629,187.8366846
249,1137,46,41.14,0,Dunes,D,South Beach,1,N31́ 22.873' ,W81́ 16.294',6,"2018-10-22, 12:48 PM",1481.795321,-81.27157303,31.38122496,16.98611995,170.9517762
250,1138,54,48.68,0,Dunes,U,South Beach,1,N31́ 22.826' ,W81́ 16.371',5,"2018-10-22, 12:56 PM",2050.063251,-81.27285001,31.38042801,102.753676,188.145369
251,1139,34,40.79,1,Dunes,L,South Beach,1,N31́ 22.805' ,W81́ 16.431',5,"2018-10-22, 12:59 PM",1081.548563,-81.27385399,31.38008603,38.07842031,190.6338831
252,1140,50,47.5,1,Beach,U,South Beach,1,N31́ 22.797' ,W81́ 16.453',5,"2018-10-22, 1:01 PM",1878.004818,-81.27422104,31.37994898,2.591984315,186.4150909
253,1141,33,34.1,2,Dunes,U,South Beach,1,N31́ 22.797' ,W81́ 16.455',6,"2018-10-22, 1:02 PM",894.2535634,-81.27424702,31.37995603,1.136021843,187.6407414
254,1142,62,50.19,0,Dunes,U,South Beach,1,N31́ 22.797' ,W81́ 16.455',5,"2018-10-22, 1:03 PM",2436.890853,-81.274258,31.379952,1.136021842,187.3949822
255,1143,24,30.24,0,Dunes,L,South Beach,1,N31́ 22.795' ,W81́ 16.460',6,"2018-10-22, 1:05 PM",581.8857913,-81.27433101,31.37991504,2.220846619,184.6534791
256,1144,35,36.83,1,Beach,U-L,South Beach,1,N31́ 22.793' ,W81́ 16.460',5,"2018-10-22, 1:06 PM",1017.334959,-81.27433604,31.37988101,1.624333469,181.0341568
257,1145,33,32.68,1,Beach,D,South Beach,1,N31́ 22.794' ,W81́ 16.460',5,"2018-10-22, 1:07 PM",838.7914155,-81.27433101,31.37989501,1.624333469,182.4710175
258,1146,48,48.32,1,Dunes,U-L,South Beach,1,N31́ 22.793' ,W81́ 16.463',4,"2018-10-22, 1:08 PM",1833.765225,-81.27438197,31.37988503,4.391702507,182.2809667
259,1147,26,47.68,0,Dunes,U,South Beach,1,N31́ 22.790' ,W81́ 16.465',5,"2018-10-22, 1:10 PM",982.6298635,-81.27440996,31.37984002,4.388837089,177.8695773
260,1148,36,39.16,1,Dunes,U,South Beach,1,N31́ 22.790' ,W81́ 16.468',5,"2018-10-22, 1:15 PM",1101.6868,-81.27446897,31.37983399,0.096074846,178.2516762
