OBJECTID,GPS_Waypoint,Height,Width,Activity,Environment,Direction,Part,Count,Latitude,Longitude,Elevation,Date_Created,Oval_Area_mm2,Lon_DMS,Lat_DMS,Dist_near_burrow,Dist_near_tideline
261,1149,35,37.84,2,Dunes,U,South Beach,1,N31́ 22.790' ,W81́ 16.468',5,"2018-10-22, 1:16 PM",1030.671098,-81.27446998,31.37983399,0.096074846,178.2694616
262,1150,47,56.24,1,Dunes,U,South Beach,1,N31́ 22.791' ,W81́ 16.467',4,"2018-10-22, 1:17 PM",2060.125772,-81.27445104,31.37985804,3.165366011,180.5564197
263,1151,55,58.74,2,Dunes,U,South Beach,1,N31́ 22.793' ,W81́ 16.471',5,"2018-10-22, 1:19 PM",2527.236303,-81.27452304,31.37988897,0.288137626,185.1944133
264,1152,54,43.66,2,Dunes,U,South Beach,1,N31́ 22.793' ,W81́ 16.471',5,"2018-10-22, 1:19 PM",1847.571268,-81.27452496,31.37989098,0.288137626,185.4472321
265,1153,74,69.76,1,Dunes,U-L,South Beach,1,N31́ 22.794' ,W81́ 16.471',5,"2018-10-22, 1:20 PM",4052.22224,-81.274517,31.37989702,1.0108477,185.9651775
266,1154,51,50.96,2,Dunes,U-L,South Beach,1,N31́ 22.795' ,W81́ 16.474',6,"2018-10-22, 1:21 PM",2023.607899,-81.27456,31.379922,1.188668477,189.4441918
267,1155,41,34.78,1,Dunes,D,South Beach,1,N31́ 22.795' ,W81́ 16.474',5,"2018-10-22, 1:22 PM",1109.581937,-81.27457199,31.37991898,1.188668477,189.3262705
268,1156,27,35.08,1,Dunes,U-R,South Beach,1,N31́ 22.796' ,W81́ 16.476',5,"2018-10-22, 1:23 PM",738.9384063,-81.27459303,31.37992803,2.238853625,190.682857
269,1157,59,66.88,1,Dunes,D,South Beach,1,N31́ 22.794' ,W81́ 16.478',6,"2018-10-22, 1:24 PM",3095.441401,-81.27463896,31.37989501,3.518500384,187.8938132
270,1158,40,39.61,2,Dunes,D-R,South Beach,1,N31́ 22.794' ,W81́ 16.476',6,"2018-10-22, 1:26 PM",1231.318809,-81.27460199,31.379894,3.518500384,187.1327425
271,1159,36,36.96,1,Dunes,U-L,South Beach,1,N31́ 22.792' ,W81́ 16.477',7,"2018-10-22, 1:27 PM",1046.180513,-81.27461901,31.37986097,4.004139763,183.8335201
272,1187,16,14.31,1,Beach,U,South Beach,1,N31́ 22.749',W81́ 16.492',15,"2018-10-23, 3:50 PM",179.1504206,-81.274862,31.379146,3.420983193,110.2096678
273,1188,41,42.18,2,Beach,D-L,South Beach,1,N31́ 22.748',W81́ 16.494',14,"2018-10-23, 3:51 PM",1370.509271,-81.27489603,31.37913602,3.420983193,109.7215136
274,1191,49,39.18,1,Beach,D-L,South Beach,1,N31́ 22.771',W81́ 16.510',12,"2018-10-23, 3:56 PM",1521.362738,-81.27516702,31.37951296,1.618811339,155.5648166
275,1192,37,35.04,1,Beach,D,South Beach,1,N31́ 22.770',W81́ 16.511',12,"2018-10-23, 3:56 PM",1009.446498,-81.27518303,31.37950801,1.618811339,155.3074032
276,1193,45,33.79,1,Beach,D,South Beach,1,N31́ 22.770',W81́ 16.509',11,"2018-10-23, 3:57 PM",1181.498647,-81.27514598,31.379505,2.187365602,154.3269852
277,1194,61,52.98,2,Beach,U,South Beach,1,N31́ 22.775',W81́ 16.514',11,"2018-10-23, 3:58 PM",2541.562908,-81.27522603,31.37957599,8.575689324,163.4716987
278,1196,29,28.14,3,Beach,U-R,South Beach,1,N31́ 22.801',W81́ 16.890',9,"2018-10-23, 4:10 PM",640.047981,-81.28150298,31.38002199,12.86544395,9.291144071
279,1197,16,12.46,2,Beach,D-R,South Beach,1,N31́ 22.794',W81́ 16.892',7,"2018-10-23, 4:14 PM",155.6962324,-81.28153299,31.37990498,4.574216043,4.987498113
280,1198,28,24.9,3,Beach,L,South Beach,1,N31́ 22.794',W81́ 16.889',6,"2018-10-23, 4:15 PM",555.9888577,-81.28148496,31.37990699,3.246757082,9.55831034
281,1199,32,21.16,3,Beach,U-L,South Beach,1,N31́ 22.795',W81́ 16.887',6,"2018-10-23, 4:16 PM",529.1497604,-81.28145101,31.37991001,1.932583187,12.80465207
282,1200,25,19.66,2,Beach,D-L,South Beach,1,N31́ 22.794',W81́ 16.886',6,"2018-10-23, 4:17 PM",390.5010664,-81.28143299,31.37990196,1.932583188,14.43440876
283,1201,20,22.34,2,Beach,U,South Beach,1,N31́ 22.793',W81́ 16.886',6,"2018-10-23, 4:18 PM",346.0030768,-81.28142503,31.379879,1.329403436,14.96669801
284,1202,55,58.46,3,Beach,L,South Beach,1,N31́ 22.792',W81́ 16.886',7,"2018-10-23, 4:18 PM",2538.14674,-81.28142503,31.37986701,1.329403436,14.85076195
285,1203,21,16.34,3,Beach,D,South Beach,1,N31́ 22.784',W81́ 16.890',6,"2018-10-23, 4:20 PM",268.0898511,-81.28149703,31.37972804,3.139268982,6.684192228
286,1204,35,27.76,2,Beach,U,South Beach,1,N31́ 22.784',W81́ 16.888',6,"2018-10-23, 4:21 PM",755.6799535,-81.28146099,31.37972997,1.639024422,10.1180515
287,1205,21,31.04,3,Beach,D-L,South Beach,1,N31́ 22.785',W81́ 16.888',6,"2018-10-23, 4:24 PM",507.5657622,-81.28146904,31.37974304,1.639024422,9.481602621
288,1206,26,20.49,2,Beach,U,South Beach,1,N31́ 22.783',W81́ 16.887',6,"2018-10-23, 4:25 PM",410.6884696,-81.28144297,31.37972301,1.879828809,11.75835101
289,1207,27,62.68,3,Beach,D-L,South Beach,1,N31́ 22.783',W81́ 16.884',6,"2018-10-23, 4:26 PM",1317.361534,-81.28139896,31.37972401,3.436113637,15.93846562
290,1208,25,32.68,2,Beach,D,South Beach,1,N31́ 22.782',W81́ 16.884',4,"2018-10-23, 4:27 PM",646.5469938,-81.28140802,31.37969401,3.436113636,14.78984679
291,1209,22,16.22,3,Beach,U,South Beach,1,N31́ 22.781',W81́ 16.887',4,"2018-10-23, 4:28 PM",282.6819207,-81.28144297,31.37968403,3.503889089,11.38143725
292,1210,28,27.42,2,Beach,D,South Beach,1,N31́ 22.781',W81́ 16.890',5,"2018-10-23, 4:29 PM",596.1058963,-81.28150097,31.37967599,5.588732611,5.807536675
293,1211,10,10.18,3,Beach,D,South Beach,1,N31́ 22.777',W81́ 16.889',5,"2018-10-23, 4:29 PM",81.39269663,-81.28148102,31.37962402,6.066678934,7.195504207
294,1212,27,18.76,3,Beach,U,South Beach,1,N31́ 22.771',W81́ 16.884',5,"2018-10-23, 4:31 PM",404.8922311,-81.28139896,31.37952201,2.401138352,13.98525291
295,1213,32,26.64,3,Beach,D-L,South Beach,1,N31́ 22.770',W81́ 16.885',4,"2018-10-23, 4:32 PM",679.5792697,-81.28141296,31.37950399,2.401138352,12.48434943
296,1215,36,31.94,3,Beach,D,South Beach,1,N31́ 22.947',W81́ 16.189',0,"2018-10-24, 9:56 AM",910.1061971,-81.26981702,31.38244403,9.731697134,118.9150606
297,1216,45,42.22,3,Dunes,U,South Beach,1,N31́ 22.956',W81́ 16.202',0,"2018-10-24, 10:00 AM",1496.820302,-81.27003402,31.382597,6.168429189,145.60619
298,1217,30,32.42,3,Dunes,R,South Beach,1,N31́ 22.953',W81́ 16.206',0,"2018-10-24, 10:01 AM",774.5725493,-81.27009597,31.38254503,3.422343521,146.8510669
299,1218,34,37.76,1,Dunes,R,South Beach,1,N31́ 22.953',W81́ 16.204',0,"2018-10-24, 10:02 AM",998.5388887,-81.27006001,31.38254603,3.422343521,144.1843049
300,1219,40,43.98,0,Dunes,U,South Beach,1,N31́ 22.951',W81́ 16.198',-2,"2018-10-24, 10:03 AM",1381.672449,-81.26996202,31.382511,9.959146994,134.4008596
301,1220,20,19.22,3,Beach,U,South Beach,1,N31́ 22.941',W81́ 16.193',0,"2018-10-24, 10:05 AM",309.1528233,-81.26987603,31.38235099,2.143420072,117.1988851
302,1221,34,29.62,1,Beach,U,South Beach,1,N31́ 22.942',W81́ 16.192',-2,"2018-10-24, 10:07 AM",791.8893221,-81.269872,31.38237001,2.143420072,118.1603529
303,1222,19,20.32,3,Beach,D-L,South Beach,1,N31́ 22.943',W81́ 16.195',0,"2018-10-24, 10:08 AM",300.3538506,-81.269914,31.38237697,4.06893306,121.8168159
304,1223,16,18.4,3,Beach,U-R,South Beach,1,N31́ 22.943',W81́ 16.198',0,"2018-10-24, 10:08 AM",235.990157,-81.26996697,31.38238996,5.240373294,126.7090756
305,1224,55,46.34,3,Dunes,U,South Beach,1,N31́ 22.948',W81́ 16.203',0,"2018-10-24, 10:10 AM",2000.288485,-81.27004903,31.38246104,5.839995195,137.6845942
306,1225,50,52.72,2,Dunes,U,South Beach,1,N31́ 22.950',W81́ 16.207',0,"2018-10-24, 10:11 AM",2079.832983,-81.27011701,31.38250404,2.238804991,145.718149
307,1226,30,30.23,3,Dunes,D,South Beach,1,N31́ 22.950',W81́ 16.206',0,"2018-10-24, 10:12 AM",705.6296702,-81.27009597,31.38249499,2.238804991,143.5156039
308,1227,52,49.39,2,Dunes,U,South Beach,1,N31́ 22.949',W81́ 16.213',0,"2018-10-24, 10:14 AM",2028.75964,-81.27020904,31.38248099,7.890749734,151.1771907
309,1228,50,53.33,2,Dunes,D,South Beach,1,N31́ 22.946',W81́ 16.209',0,"2018-10-24, 10:15 AM",2107.248641,-81.27015498,31.38242701,7.890749734,143.4698519
310,1229,55,42.88,3,Beach,L,South Beach,1,N31́ 22.940',W81́ 16.204',0,"2018-10-24, 10:19 AM",1841.506109,-81.27006202,31.38234001,10.60267175,130.6046294
311,1230,32,25.69,1,Beach,U,South Beach,1,N31́ 22.935',W81́ 16.199',1,"2018-10-24, 10:20 AM",646.0636597,-81.269987,31.38225401,2.752661063,119.1697261
312,1231,17,13.96,3,Beach,L,South Beach,1,N31́ 22.934',W81́ 16.199',0,"2018-10-24, 10:21 AM",184.1978605,-81.26997602,31.38223104,2.752661063,116.8040153
313,1232,52,44.68,3,Beach,D-R,South Beach,1,N31́ 22.932',W81́ 16.205',1,"2018-10-24, 10:22 AM",1827.570004,-81.27008297,31.38219601,2.718206937,122.5986437
314,1233,18,15.33,3,Beach,L,South Beach,1,N31́ 22.933',W81́ 16.206',1,"2018-10-24, 10:23 AM",211.1842984,-81.270101,31.38221503,2.718206937,125.2369542
315,1234,33,32.84,3,Beach,U,South Beach,1,N31́ 22.935',W81́ 16.211',-1,"2018-10-24, 10:25 AM",842.6401807,-81.27018297,31.38225401,8.914806111,134.0659879
316,1235,57,42.89,3,Dunes,U,South Beach,1,N31́ 22.943',W81́ 16.221',2,"2018-10-24, 10:27 AM",1921.433881,-81.27034902,31.38238904,8.414988191,155.6884804
317,1236,36,32.68,0,Dunes,U,South Beach,1,N31́ 22.939',W81́ 16.223',1,"2018-10-24, 10:29 AM",924.0052313,-81.27038003,31.38231796,1.456218292,153.3077563
318,1237,37,37.81,2,Dunes,U,South Beach,1,N31́ 22.939',W81́ 16.222',2,"2018-10-24, 10:30 AM",1102.905895,-81.27036704,31.38231101,1.456218292,151.8570893
319,1238,23,20.16,3,Dunes,L,South Beach,1,N31́ 22.933',W81́ 16.219',1,"2018-10-24, 10:31 AM",362.4317214,-81.27031398,31.382224,9.39409667,142.024119
320,1239,35,36.84,1,Beach,U,South Beach,1,N31́ 22.929',W81́ 16.212',1,"2018-10-24, 10:33 AM",1015.007117,-81.27020803,31.38215401,11.3409526,129.3052902
321,1240,30,26.67,3,Beach,L,South Beach,1,N31́ 22.922',W81́ 16.212',1,"2018-10-24, 10:34 AM",635.9378354,-81.27020099,31.38204002,5.425393849,121.1697993
322,1241,19,18.54,3,Beach,U,South Beach,1,N31́ 22.928',W81́ 16.220',1,"2018-10-24, 10:35 AM",270.5486186,-81.27032697,31.38214001,9.39409667,137.4128642
323,1242,49,52.18,1,Dunes,U,South Beach,1,N31́ 22.937',W81́ 16.228',1,"2018-10-24, 10:37 AM",2003.203883,-81.27047298,31.38228896,2.213975829,158.4401603
324,1243,47,62.74,3,Dunes,D,South Beach,1,N31́ 22.938',W81́ 16.229',2,"2018-10-24, 10:38 AM",2292.313973,-81.27048003,31.38230799,2.213975829,160.2445095
325,1244,44,40.18,1,Dunes,U,South Beach,1,N31́ 22.936',W81́ 16.231',2,"2018-10-24, 10:39 AM",1392.939143,-81.27051397,31.38226499,4.718653543,159.9582048
326,1245,50,36.32,0,Dunes,D-L,South Beach,1,N31́ 22.930',W81́ 16.229',2,"2018-10-24, 10:40 AM",1421.718959,-81.27048103,31.38216801,6.326460489,150.98208
327,1246,38,40.19,0,Dunes,U-L,South Beach,1,N31́ 22.931',W81́ 16.225',2,"2018-10-24, 10:41 AM",1195.056662,-81.27041297,31.38218603,6.775250027,147.016461
328,1247,40,46.28,3,Beach,U-L,South Beach,1,N31́ 22.922',W81́ 16.215',1,"2018-10-24, 10:43 AM",1469.195335,-81.27025598,31.38202703,5.425393849,124.4786588
329,1248,8,9.54,3,Beach,U,South Beach,1,N31́ 22.918',W81́ 16.213',2,"2018-10-24, 10:44 AM",62.78881325,-81.27022002,31.38195997,1.351603028,117.2705432
330,1249,16,18.69,3,Beach,R,South Beach,1,N31́ 22.918',W81́ 16.214',2,"2018-10-24, 10:45 AM",236.186585,-81.27022597,31.38197104,1.351603028,118.4614837
331,1250,39,36.41,2,Beach,U,South Beach,1,N31́ 22.917',W81́ 16.215',1,"2018-10-24, 10:45 AM",1105.248817,-81.27024902,31.38194203,3.400887108,118.275156
332,1251,40,32.24,3,Beach,D-L,South Beach,1,N31́ 22.925',W81́ 16.224',2,"2018-10-24, 10:46 AM",1017.660507,-81.27040098,31.38208302,7.957325498,139.2285572
333,1252,45,49.24,2,Dunes,U,South Beach,1,N31́ 22.927',W81́ 16.229',3,"2018-10-24, 10:48 AM",1722.882398,-81.27047801,31.38211101,6.32646049,146.9471954
334,1253,47,50.59,3,Dunes,R,South Beach,1,N31́ 22.927',W81́ 16.233',3,"2018-10-24, 10:50 AM",1884.947424,-81.27055303,31.38211898,7.190508195,153.1765773
335,1254,43,52.49,1,Dunes,U,South Beach,1,N31́ 22.928',W81́ 16.240',3,"2018-10-24, 10:52 AM",1773.523144,-81.27066703,31.38213901,11.06891061,163.1714069
336,1255,34,34.66,2,Beach,U-R,South Beach,1,N31́ 22.920',W81́ 16.233',1,"2018-10-24, 10:56 AM",923.9112977,-81.27055203,31.381993,8.575098217,144.68974
337,1256,28,32.38,2,Beach,D-L,South Beach,1,N31́ 22.916',W81́ 16.228',2,"2018-10-24, 10:57 AM",705.4612808,-81.27046402,31.38192996,0.964163276,133.7971626
338,1257,31,30.37,3,Beach,D-L,South Beach,1,N31́ 22.916',W81́ 16.228',1,"2018-10-24, 10:58 AM",735.6124021,-81.27046997,31.381937,0.964163276,134.7190437
339,1258,30,30,1,Beach,U,South Beach,1,N31́ 22.907',W81́ 16.226',2,"2018-10-24, 10:59 AM",702.617197,-81.27043602,31.38178303,4.091763777,121.8611366
340,1259,20,18.84,2,Beach,L,South Beach,1,N31́ 22.907',W81́ 16.229',2,"2018-10-24, 11:00 AM",291.7948956,-81.27047902,31.38178202,4.091763777,125.0592821
341,1260,38,34.74,3,Beach,D,South Beach,1,N31́ 22.909',W81́ 16.229',1,"2018-10-24, 11:01 AM",1036.001281,-81.27048296,31.38182301,4.560235829,128.0951473
342,1261,36,41.14,3,Beach,D,South Beach,1,N31́ 22.911',W81́ 16.232',2,"2018-10-24, 11:02 AM",1161.267419,-81.27053602,31.38184899,5.811313821,133.8592388
343,1262,40,35.14,1,Dunes,U,South Beach,1,N31́ 22.916',W81́ 16.237',2,"2018-10-24, 11:03 AM",1108.923459,-81.27061296,31.381936,8.575098217,145.5114508
344,1263,48,45.36,3,Dunes,D,South Beach,1,N31́ 22.917',W81́ 16.247',1,"2018-10-24, 11:04 AM",1698.987758,-81.27078798,31.38195201,5.181349999,159.8719928
345,1264,32,48.31,3,Dunes,R,South Beach,1,N31́ 22.915',W81́ 16.249',3,"2018-10-24, 11:05 AM",1232.37517,-81.27082402,31.38191697,5.18135,160.2696104
346,1265,56,44.96,2,Dunes,U,South Beach,1,N31́ 22.913',W81́ 16.245',2,"2018-10-24, 11:07 AM",1989.44999,-81.270748,31.38188596,8.006937354,152.4260313
347,1266,15,11.66,3,Beach,U,South Beach,1,N31́ 22.905',W81́ 16.237',3,"2018-10-24, 11:09 AM",137.7324485,-81.27061103,31.38175503,12.62704244,133.2826576
348,1267,18,18.78,3,Beach,L,South Beach,1,N31́ 22.896',W81́ 16.233',3,"2018-10-24, 11:10 AM",270.5109195,-81.27055798,31.381605,17.38328458,119.2372822
349,1268,69,85.1,2,Dunes,U,South Beach,1,N31́ 22.907',W81́ 16.254',2,"2018-10-24, 11:13 AM",4623.810205,-81.27090398,31.38178697,16.1364176,157.6628257
350,1269,53,49.82,1,Dunes,U,South Beach,1,N31́ 22.910',W81́ 16.267',4,"2018-10-24, 11:16 AM",2063.639015,-81.27111202,31.38183198,11.86166905,176.4672159
351,1270,23,23.78,2,Dunes,D,South Beach,1,N31́ 22.904',W81́ 16.264',3,"2018-10-24, 11:17 AM",433.6745605,-81.27106198,31.38173399,10.90821999,166.1248445
352,1271,27,32.68,3,Beach,U,South Beach,1,N31́ 22.876',W81́ 16.262',4,"2018-10-24, 11:20 AM",698.6506221,-81.27102502,31.381261,47.11613452,131.7395631
353,1272,36,32.68,3,Dunes,D,South Beach,1,N31́ 22.757',W81́ 16.548',3,"2018-10-24, 11:34 AM",918.3585326,-81.27579901,31.37927701,1.914542941,134.8965239
354,1273,33,37.42,3,Dunes,D,South Beach,1,N31́ 22.758',W81́ 16.547',2,"2018-10-24, 11:35 AM",959.8643123,-81.27578904,31.37929201,0.491404581,136.5731395
355,1274,29,34.29,3,Dunes,D,South Beach,1,N31́ 22.758',W81́ 16.546',3,"2018-10-24, 11:35 AM",776.6987792,-81.27577001,31.37929402,1.336345857,136.8220273
356,1275,37,30.96,3,Dunes,R,South Beach,1,N31́ 22.758',W81́ 16.547',2,"2018-10-24, 11:36 AM",908.4430379,-81.27578602,31.37929603,0.384626454,137.0229489
357,1276,29,24.48,1,Dunes,D,South Beach,1,N31́ 22.758',W81́ 16.547',3,"2018-10-24, 11:38 AM",554.4936166,-81.27578401,31.37929302,0.384626454,136.6919982
358,1277,56,42.38,2,Dunes,U,South Beach,1,N31́ 22.760',W81́ 16.550',3,"2018-10-24, 11:39 AM",1879.280933,-81.27583204,31.37932504,0.585150306,140.1761334
359,1278,22,30.18,0,Dunes,D,South Beach,1,N31́ 22.760',W81́ 16.550',4,"2018-10-24, 11:44 AM",526.6876942,-81.275826,31.37932604,0.585150307,140.2952658
360,1279,31,33.48,1,Dunes,R,South Beach,1,N31́ 22.759',W81́ 16.550',2,"2018-10-24, 11:45 AM",804.6309936,-81.27583497,31.37931598,0.508269293,139.16769
361,1280,43,38.8,1,Dunes,L,South Beach,1,N31́ 22.759',W81́ 16.549',2,"2018-10-24, 11:46 AM",1298.778385,-81.275825,31.37931598,0.763005684,139.1813375
362,1281,32,49.08,2,Dunes,L,South Beach,1,N31́ 22.759',W81́ 16.549',3,"2018-10-24, 11:46 AM",1246.621036,-81.27582097,31.37931003,0.763005684,138.5272101
363,1282,49,44.39,3,Dunes,U,South Beach,1,N31́ 22.758',W81́ 16.550',2,"2018-10-24, 11:47 AM",1700.657358,-81.27583598,31.37930802,0.61947404,138.2838259
364,1283,37,34.59,0,Dunes,L,South Beach,1,N31́ 22.759',W81́ 16.550',3,"2018-10-24, 11:49 AM",994.0376932,-81.275839,31.37931297,0.508269293,138.8284714
365,1284,47,46.42,1,Dunes,U,South Beach,1,N31́ 22.764',W81́ 16.554',2,"2018-10-24, 11:51 AM",1714.992916,-81.27590102,31.37939301,9.992513679,147.617174
366,1285,47,47.84,3,Beach,U,South Beach,1,N31́ 22.743',W81́ 16.541',1,"2018-10-24, 11:52 AM",1774.96969,-81.27567697,31.37905799,11.58316645,110.782041
367,1286,42,41.34,3,Beach,U,South Beach,1,N31́ 22.740',W81́ 16.535',2,"2018-10-24, 11:53 AM",1372.762264,-81.27557899,31.37899596,11.58316645,104.0392526
368,1287,26,26.22,3,Beach,U,South Beach,1,N31́ 22.735',W81́ 16.542',2,"2018-10-24, 11:55 AM",543.2470291,-81.27570497,31.37891097,15.24502053,94.44440811
369,1288,29,28.81,3,Beach,U,South Beach,1,N31́ 22.732',W81́ 16.552',1,"2018-10-24, 12:13 PM",651.4405741,-81.27586699,31.37886001,4.988834391,88.57296354
370,1289,41,42.84,2,Beach,U-L,South Beach,1,N31́ 22.734',W81́ 16.554',2,"2018-10-24, 12:15 PM",1390.608081,-81.27590002,31.37889496,4.988834391,92.40246658
371,1290,47,45.36,3,Beach,L,South Beach,1,N31́ 22.737',W81́ 16.553',2,"2018-10-24, 12:16 PM",1685.450007,-81.27588602,31.37894701,4.691393184,98.19212812
372,1291,30,24.54,2,Beach,R,South Beach,1,N31́ 22.739',W81́ 16.552',2,"2018-10-24, 12:16 PM",574.162657,-81.27586003,31.37898297,4.691393185,102.2143919
373,1292,27,36.74,3,Beach,R,South Beach,1,N31́ 22.741',W81́ 16.555',2,"2018-10-24, 12:17 PM",790.3529263,-81.27590898,31.37901197,5.658652354,105.3624598
374,1293,29,36.74,2,Beach,D,South Beach,1,N31́ 22.743',W81́ 16.557',2,"2018-10-24, 12:18 PM",833.636219,-81.27594503,31.37905799,6.14778825,110.4151008
375,1294,26,28.17,0,Beach,D,South Beach,1,N31́ 22.749',W81́ 16.556',1,"2018-10-24, 12:19 PM",578.3387761,-81.27593396,31.37914298,9.482004969,119.8526289
376,1295,47,44.78,2,Beach,U,South Beach,1,N31́ 22.760',W81́ 16.565',2,"2018-10-24, 12:21 PM",1643.148462,-81.27609003,31.37933702,3.102554576,141.1511691
377,1296,45,34.69,0,Beach,U,South Beach,1,N31́ 22.761',W81́ 16.564',2,"2018-10-24, 12:22 PM",1233.674532,-81.27606003,31.379348,3.102554576,142.4095209
378,1297,42,47.5,2,Dunes,D-L,South Beach,1,N31́ 22.760',W81́ 16.571',2,"2018-10-24, 12:23 PM",1577.315132,-81.27618399,31.37933903,3.693113391,141.2454142
379,1298,28,32.52,1,Dunes,U,South Beach,1,N31́ 22.759',W81́ 16.573',2,"2018-10-24, 12:25 PM",719.7495584,-81.27621501,31.379319,2.692860489,138.9823457
380,1299,40,50.96,1,Dunes,U,South Beach,1,N31́ 22.758',W81́ 16.574',2,"2018-10-24, 12:26 PM",1608.159917,-81.27623102,31.37929897,2.692860489,136.7398192
381,1300,42,40.16,3,Dunes,U,South Beach,1,N31́ 22.758',W81́ 16.576',2,"2018-10-24, 12:27 PM",1335.470931,-81.27626999,31.37929201,2.492023704,135.914872
382,1301,47,43.01,1,Dunes,D-L,South Beach,1,N31́ 22.756',W81́ 16.577',3,"2018-10-24, 12:28 PM",1588.334425,-81.27629103,31.37926703,1.788258509,133.1166834
383,1302,29,32.64,0,Dunes,U-L,South Beach,1,N31́ 22.757',W81́ 16.578',1,"2018-10-24, 12:29 PM",735.9922207,-81.27629397,31.37928296,1.788258509,134.8787322
384,1303,38,30.46,3,Beach,U,South Beach,1,N31́ 22.738',W81́ 16.572',1,"2018-10-24, 12:30 PM",911.474989,-81.27620302,31.37897199,5.604697006,100.5276543
385,1304,26,28.04,3,Beach,R,South Beach,1,N31́ 22.735',W81́ 16.572',4,"2018-10-24, 12:31 PM",579.6338977,-81.27619397,31.378917,1.802588844,94.4435994
386,1305,54,42.82,2,Beach,U-R,South Beach,1,N31́ 22.735',W81́ 16.574',4,"2018-10-24, 12:32 PM",1831.53061,-81.27623001,31.378916,1.839916444,94.28341304
387,1306,50,50.65,1,Beach,L,South Beach,1,N31́ 22.735',W81́ 16.573',2,"2018-10-24, 12:33 PM",1998.568149,-81.27621199,31.37892203,1.802588844,94.9765869
388,1307,57,43.99,2,Beach,U,South Beach,1,N31́ 22.734',W81́ 16.575',4,"2018-10-24, 12:34 PM",1981.077803,-81.27624803,31.37890502,2.102474388,93.04146005
389,1308,43,38.88,1,Beach,D-R,South Beach,1,N31́ 22.738',W81́ 16.577',3,"2018-10-24, 12:36 PM",1306.952809,-81.27627804,31.37896101,5.811762521,99.20769658
390,1309,35,34.41,3,Beach,D,South Beach,1,N31́ 22.741',W81́ 16.577',3,"2018-10-24, 12:37 PM",932.6517582,-81.276286,31.37901298,5.811762521,104.958433
391,1310,19,19.89,0,Beach,D,South Beach,1,N31́ 22.745',W81́ 16.576',2,"2018-10-24, 12:38 PM",298.2157612,-81.27626496,31.37909101,8.880134932,113.6379848
